,username,value
106,@hero0ne,67.41300000000001
1430,Hooss Kehyou,67.41300000000001
2652,amandajhon56,67.41300000000001
3533,ahmadharis,67.41300000000001
3782,Sulaiman  Sikiru Wale,67.41300000000001
993,Nofa sutanto,67.41300000000001
997,Rexford,67.41300000000001
875,Syahazek,67.41300000000001
2249,Rina Sumaria,58.42460000000001
577,steely fluff,53.93040000000001
2239,Juan⚡️Galt,53.930400000000006
1900,Here to Listen,53.930400000000006
2908,BlackjinTrade,53.930400000000006
4092,Szalloony,53.930400000000006
3314,BrandGodot,53.930400000000006
2359,Crypto Analyst,53.930400000000006
1565,GK,50.55975000000001
1976,Saeed Valadbaygi,49.436200000000014
2588,X_Flips,47.1891
856,George Mac,44.942
1327,ico_kingyokingyo,43.82051897826612
447,jackbits,42.89918181818182
3877,CryptoPiper,42.63653333333327
4047,Altcoinjules,42.09567333333334
3156,Electric Buddha,40.44798400880874
929,sdshack,40.44780000000001
2205,sha-265 ⚡️‏,40.44780000000001
3029,Chhakho,40.44780000000001
3508,Erf ling,40.44780000000001
3265,Vikram Ramakrishnan,40.44780000000001
1611,Chinedu Okpala,40.44780000000001
2862,Tatiana Ovchinnikova,40.44780000000001
2106,TheLaureate,40.44780000000001
2615,Christina Storey,40.44780000000001
3435,SylTi ⚡,40.44780000000001
2504,LitecoinMonkey,40.44780000000001
2874,Zeeshan Shah,40.44780000000001
4080,crypto. plankton,40.44780000000001
4144,Crypto Sport,40.44780000000001
2198,Nils Larsson NLA,38.52171428571429
1822,Lady of the Crypt,38.52171428571429
3081,Ben Song,38.52171428571429
1424,Budhi Kesuma,36.896999999999935
1511,Airdrop terkini,36.15788181818183
3634,Jamil Ahmed,34.98000000000011
417,crypto lovers,33.706500000000005
429,#Airdropinfo,33.706500000000005
3717,Fatema Akter Shilpy,33.706500000000005
3328,Brian Su,33.706500000000005
2959,Martin Bridgewater,33.706500000000005
1714,Free Airdrop+Bounty,33.706500000000005
2279,RichL Forex,33.706500000000005
848,Crypto Early Bird,33.706500000000005
2935,Gabriel Kurman,33.706500000000005
1040,T,33.706500000000005
1628,K,33.706500000000005
1578,Luis Miguel Laredo,33.706500000000005
2305,Александр Хрипуненко,33.706500000000005
2770,Greg Schatz,33.09365454545455
1016,Darren Culbreath,31.459400000000002
3354,🏴󠁧󠁢󠁥󠁮󠁧󠁿Crypto Legend🏴󠁧󠁢󠁥󠁮󠁧󠁿,31.459400000000002
1695,TopTickers,30.335850000000004
2690,Vaisakh Ks,29.517727683380905
1670,jutofuko,29.517599999999952
462,Emeziem Miracle,29.517599999999952
394,nguyễn tuấn phương #beattoken,28.59945454545455
1778,CMark,28.088750000000008
2509,Follow 4 Follow,27.98400000000009
2132,KOᑌᖇT  ✌,27.98400000000009
2242,f0under,26.965200000000006
2254,Omar⚡,26.965200000000003
2184,Lucas,26.965200000000003
2551,Oih_Ana,26.965200000000003
165,Joël de Tombe,26.965200000000003
2335,Joshua Manley,26.965200000000003
3990,Nkgoge Lerama! ™,26.965200000000003
939,CptnBeard,26.965200000000003
361,Jéssica Palacios,26.965200000000003
3217,Joda Walter,26.965200000000003
3909,Ya Boi,26.965200000000003
3166,Murtaza Jesawadawala,26.965200000000003
3758,Mining,26.965200000000003
3924,Joseph Vitola,26.965200000000003
3179,Bitcoin Chaser,26.965200000000003
2969,LucisDollar,26.965200000000003
636,yorck leschber,26.965200000000003
3801,Hamaan13,26.965200000000003
3838,Chris S. [1X],26.965200000000003
1046,Micro concept,25.84165
2757,Bitcoin McBitface⚡️,25.279875000000004
4146,Jeff,24.48600000000007
3263,Binmap,24.48600000000007
2948,Cristian Carvajal,23.59455
4095,BlockchainCompliance,22.471
292,Cryptoknocks.com,22.471
2313,Zachary Maley,22.20120000000002
2513,Phil Michaels Crypto News,22.20120000000002
1352,Cash Clamber,21.909225000000003
2442,JEHB40,21.523249999999965
755,sajith,21.452316233579946
3096,Cryptologist👩‍💻👸🤷‍♀️,20.98800000000007
3971,meteor78,20.98800000000007
3820,Onwusor Kingsley,20.988000000000067
467,SuperBeast,20.988000000000067
579,Yummy_Tomato,20.988000000000067
3602,Sergey Permyakov,20.988000000000067
1207,chance,20.988000000000067
2738,Baba Azam,20.988000000000067
1688,kira,20.988000000000067
313,Hammer Concepts,20.227434925677795
3920,akufure,20.223900000000008
1839,Genesis Coin,20.223900000000004
3398,Ray Youssef,19.764265909090913
76,TheMarketQuote,19.678399999999964
1784,eti-ini umoh,19.260857142857144
709,Shaishav,18.448499999999967
2259,JDeveaux,18.448499999999967
3216,Elleok,18.448499999999967
3403,見栄子さん@Satoshi Visioner,18.385363636363635
2793,Dave Padgett,18.385363636363635
3476,Bitcoin and Cryptos,18.385363636363635
2555,Systweak Software,18.385363636363635
950,Deckoto Od Senkata,18.385363636363635
1595,LongLifeLove,17.490000000000055
2604,De Currency 1,17.490000000000055
1480,Ismail hassan,17.490000000000055
1765,Private Bank Media,17.490000000000055
560,Osamede,17.490000000000055
3745,Adekunle dele Olamide,17.490000000000055
566,Aseem Sharma,17.490000000000055
2234,katty,17.490000000000055
1752,likewhoa,17.490000000000055
157,Dedi setiawan,17.490000000000055
2194,Survivor GH,17.490000000000055
2493,Eric Wondong,17.490000000000055
3502,Nnaemeka Onyeukwu,17.490000000000055
1463,Max,17.490000000000055
1905,Jasmin Leyva,17.490000000000055
1603,Mr. Multimedia,17.490000000000055
2273,mostafa900,17.490000000000055
4053,ied7enk,17.490000000000055
1631,Trader Office,17.490000000000055
1213,Clarkson Okpokiri,17.490000000000055
2684,Crypto Donald Trump,17.490000000000055
881,Wavenasky,17.490000000000055
878,lopeprisonpure,17.490000000000055
2207,zhan vac,17.490000000000055
1580,Pletic,17.490000000000055
2015,Shehzaib,17.490000000000055
3120,Raymond Ikechebelu,17.490000000000055
2343,mike adamo,17.490000000000055
1362,Jason Atun,17.490000000000055
4134,Miles,17.490000000000055
425,Doclenk Kasep,17.490000000000055
1376,Fikri Simbolon,17.490000000000055
3609,Daniel Gokah,17.490000000000055
333,Hiep NGuyen,17.490000000000055
2944,Zack of Crypto,17.490000000000055
3865,Topman,17.490000000000055
4123,georgianne morell,17.490000000000055
1382,Megaton,17.490000000000055
221,Ricardo,17.490000000000055
2252,guru,17.490000000000055
3057,karyl johanson,17.490000000000055
2261,Eni198881,17.490000000000055
2248,נєℓℓє ѕмє∂тѕ,17.10679090909088
936,Roman Daszkiewicz,16.853250000000003
2544,Idun,16.853250000000003
2986,Allan Paolo Santiago,16.853250000000003
666,Welckomtome,16.853250000000003
4011,Pirl.io,16.853250000000003
1477,Achlys Aceline,16.853250000000003
1989,CryptoStickers,16.853250000000003
3266,TMT,16.129666666666715
3466,Value Hodler,16.034200000000013
2871,Ronn Marlowe,15.74100000000005
3816,Luisa Subia,15.741000000000048
1009,Alexa Yesiree,15.303750000000047
817,cryptobang,15.158000000000047
1731,Danilo Diaz,15.158000000000047
2337,Anita Nunez,14.866500000000046
1211,harvinder,14.800800000000017
2721,Wilson Elechi,14.800800000000017
3248,eli,14.800800000000017
2145,Crypto_Poet,14.800800000000017
2263,ali taoutaou,14.800800000000017
3222,Erina Gremory,14.800800000000017
193,Rosellie Dawami,14.758799999999976
1113,Rey ⚡ Poullard,14.758799999999976
105,Bull,14.758799999999976
1253,Bryan Walker,14.758799999999976
2190,Vijay Boyapati,14.758799999999976
1713,Span29,14.758799999999976
2164,Karim Solanji,14.758799999999976
1953,Doug,14.758799999999976
1680,Vladimir Fedorov,14.146515909090908
2823,ariezky fadlil,14.055999999999976
695,tradingNOVA,13.992000000000047
864,Sur Way,13.992000000000045
2796,Cozine,13.992000000000045
3617,8th Kazekage || Zurishaddai,13.992000000000045
2214,The Chicken Meditation ^_^,13.992000000000045
1623,SWIFT Unlock,13.992000000000045
1711,Adi Dizdarevich,13.992000000000045
4066,Pr Tweets Now,13.992000000000045
3706,Vincenzo Primiani,13.992000000000045
2697,Acenikolov,13.992000000000042
441,Count of Monte Crypto,13.875750000000014
1199,fatih,13.482600000000001
2717,FinansMY,13.482600000000001
3486,Yuvraj Singh,13.482600000000001
1543,Bull & Bear Research,13.482600000000001
1637,㈱オフィスあさの/代表取締役,13.482600000000001
1310,Zlatan isRed #TraXionICO,13.4826
1726,BadHombre4u2c,13.250000000000039
2355,⚡️Bitcoin Puerto Rico⚡️,12.29899999999998
2718,Stockspotify,12.243000000000036
2739,Arslan,12.177000000000044
443,HOST/GUESTLIST/LIMO,11.36924793467462
2042,TQ Crypto,11.06909999999998
4035,Milton™,10.921533333333366
1622,Roni,10.83630000000001
2036,BitcoinSqueeze,10.786080000000002
2004,Charika Darshani,10.622654545454546
3788,FrenceBit 🧟‍♂️,10.612450793650826
3889,GanjaMan Blockchain,10.494000000000035
3483,Konrad Mościński,10.494000000000034
3629,Crypto_Smith_21,10.494000000000034
891,⚡️,10.494000000000034
1667,Serdar Doğan,10.494000000000034
3907,MartinGaedt ideenfit,10.494000000000034
1918,FairDinkumCrypto,10.494000000000034
3676,Paul Birken,10.494000000000034
4020,crypto caterpiller,10.494000000000034
3901,Mohammad K,10.494000000000034
3668,Cryptographer,10.494000000000034
3396,Pete Cripps,10.494000000000034
2418,Cryptonomy4world,10.494000000000034
2997,Kiiing,10.494000000000034
3347,Robert Bobby Shaftoe,10.494000000000034
2894,Tom Lomax,10.494000000000034
3326,Matthias Reder,10.494000000000034
2954,Devon C ($DGB),10.494000000000034
3922,ArtuRHINO,10.494000000000034
2553,ssfaser 💫,10.494000000000034
4158,Aaron Rose,10.111950000000004
216,Seere,9.994285714285745
4160,kiks,9.994285714285745
1719,JBVNG,9.994285714285745
931,هشام ال اغبر,9.939059029408027
4022,Doreen Moore,9.787954166666651
976,Game Loot Network,9.741600000000034
3636,LeonardoZ,9.741600000000034
4132,Crypto Watch Bot,9.25050000000001
2897,Lawal Tayo,9.224249999999984
535,Mario Martinez,9.224249999999984
529,The Ledger,9.192681818181818
2052,toph™️,9.192681818181818
1914,Larry Johnson,9.192681818181818
1322,Cleber,9.192681818181818
3590,Vlad_petrov,9.192681818181818
1241,Rattpack Army™,9.192681818181818
2780,Dima Shumniy,9.192681818181818
1568,Uncaduv,8.745000000000028
2691,ttm007,8.745000000000028
3308,SirCryptsalot,8.745000000000028
2446,Reginald Egbuniwe,8.745000000000028
3036,Tony Clough,8.745000000000028
3201,kepeksiz_coin,8.745000000000028
3750,Binance_Crypto_Trader,8.745000000000028
1513,4thand29,8.745000000000028
3703,$BTC & Crypto News,8.745000000000028
3699,derrick fredrick,8.745000000000028
377,sosadnesspeep,8.745000000000028
3127,Muyiwa Anthony,8.745000000000028
3333,Book of Eli,8.745000000000028
1841,V-nT,8.745000000000028
3441,icenar,8.745000000000028
3271,Anto,8.745000000000028
980,Crypto Press,8.745000000000028
4027,Felipe R L,8.745000000000028
3461,Manuel,8.745000000000028
2989,😸 Ned Johnson 😸,8.745000000000028
1807,P. M. Torres 🍁,8.667385714285716
3386,💎CryptoShadow,8.162000000000024
1182,raptorak,8.162000000000024
2245,The Career King,8.162000000000024
2001,Massah D,8.094187500000007
3046,Andy Hoffman (#HODLBTC),7.89316689033722
4119,Skyzei ☁,7.870500000000024
3839,xX_otto_Xx,7.870500000000023
3940,Steve Zeitchik,7.661362500000028
2220,ferahnuma,7.579000000000023
3514,Crypto Tonic,7.579000000000023
722,Aster demol,7.495714285714309
2179,geoffreywolf☇,7.400400000000008
1729,BTC Maximalist,7.400400000000008
2005,Crypto Coin Guru,7.400400000000008
2541,Bitcoin Emperor,7.38466666666669
2548,Mustapha TIJANI,7.38466666666669
2481,Jaafar Kapur,7.38466666666669
1203,Beth McGrath,7.379399999999988
3178,Risk Taker,7.379399999999988
3809,Louise Lewis FRSA,7.379399999999988
953,AirdropRadio 💸,7.269599999999992
73,vuong841982,7.269599999999992
3190,Jérémie Dumont,6.996000000000023
4076,NG,6.996000000000023
3250,Ramanpreet Singh,6.996000000000023
2899,Yum Yum Thai,6.996000000000023
3939,T N T,6.996000000000023
1024,Anonymous,6.996000000000023
1244,keylis Delgado,6.996000000000023
2532,dr cryptofan,6.996000000000023
3779,Stanly Hill,6.996000000000023
2257,🎲 Shitcoin visionary,6.996000000000023
3136,Blackwater,6.996000000000023
3775,isacoin,6.996000000000023
1498,Viktorija Sidelnikova,6.996000000000023
2804,Billy Womack,6.996000000000023
3932,BTC the real #bitcoin Sharon Deles Yabut,6.996000000000023
4102,Pete,6.996000000000023
2352,Kristian,6.807000000000152
1872,Track One,6.807000000000152
1563,Matt Endless,6.494400000000023
1739,Pambakti hilal fahmi,6.14949999999999
3102,CryptoUtronix,6.121500000000018
2511,spiroseliot,6.088500000000022
3365,1K3,5.899400000000132
3786,CryptoKnight,5.755866666666673
2328,Darcy Bran,5.550300000000005
3885,ChiTownHoppa,5.550300000000005
146,Cameron Merkel,5.550300000000005
1833,BrutBeardTango,5.550300000000005
3948,CGrbz,5.445600000000122
3573,Taher 37K,5.374100000000006
2514,Andrew Kamal,5.363600000000016
1661,Samir Abdul G,5.3007499999999945
2578,Scozz,5.3007499999999945
2627,chopi,5.247000000000018
344,sundaycoin,5.247000000000018
1866,Ibe Udechukwu,5.247000000000018
4097,エアドロ将軍@仮想通貨/エアドロップ/Airdrop,5.247000000000018
2746,おむすび,5.247000000000018
135,@germiyanman,5.247000000000018
2153,World News,5.247000000000018
996,Biligma,5.247000000000017
2282,Granite Geek,5.247000000000017
3784,Crypto Bach,5.247000000000017
3351,Dimitris Ioannides,5.247000000000015
2341,Bank Hodl,5.213928457431882
671,Iftekhar Ahmed,5.183400000000017
3501,CreativeTronic,4.9336000000000055
1974,Phil Geiger,4.870800000000017
1268,Phil J Bonello,4.870800000000017
70,Chris⚡Given,4.870800000000017
2056,CryptoCommoner,4.870800000000017
431,Kevin Pham,4.870800000000017
3026,Asian Gaming,4.770000000000015
3321,cryptonite,4.770000000000015
2536,musa şimşek,4.550382429649286
2007,danielle mangum,4.505000000000014
3938,dweebertology,4.494199999999999
3304,Andres Carceller 😃 ₿ 🚀★,4.372500000000014
456,Bitx,3.8372444444444493
638,S@toshi Suzuki 🚀,3.806062500000011
1704,Dream Invader,3.806062500000011
2801,Anders⚡mathbot.com,3.7478571428571543
3873,Victor Khlynin,3.700200000000004
1665,Affiliyfuture 1,3.700200000000004
1880,IMTC Conferences,3.700200000000004
3021,DudeSignals ( HODLGANG ),3.689699999999994
2147,Stephan Livera,3.634799999999996
1987,AwyeeBitcoin,3.634799999999996
178,Michael Goldstein,3.634799999999996
1397,Hodl Badger [$BTC 50k 2018],3.634799999999996
2062,くま@エアドロップ,3.4980000000000113
554,didot,3.4980000000000113
2598,kavgamin.cicegi,3.4980000000000113
3206,Bull Of Bitcoin,3.403500000000076
4130,Midcrypto,3.248142857142867
2104,Welto,2.9780625000000667
2300,LiL BΞΞ,2.8637818181818138
2608,asemakula,2.839687499999997
1481,Dmitry Chernov,2.7260999999999966
406,HODL me tighter ⚡,2.722800000000061
1942,The Experiencer,2.722800000000061
3038,Crypto Dan,2.722800000000061
370,Alejandro ⚡️,2.722800000000061
259,yinka,2.643000000000003
1861,uche chuks,2.635499999999995
2002,Bella Hemmings,2.4354000000000084
3574,HYPEQUAKE™,2.4354000000000084
3958,FiatisShiat⚡️,2.4354000000000084
3528,✴️☪️الكنعد☪️✴️,2.410579166666664
3183,Mrsoi290189@gmail.com,2.3850000000000073
2771,Afandi Husin,2.3850000000000073
2048,MrCoffee,2.3850000000000073
3843,SilverSergio,2.3850000000000073
1896,ookla,2.332000000000007
1043,Alex Beadi ⚡️,2.2764761904761968
701,Daniel ,2.2470999999999997
3232,Altcoinator,2.186250000000007
179,allthattimes2,2.1420916721242684
2931,Brady McDonald,2.0421000000000458
3068,Crypto Green,1.8942000000000072
142,RacingTrader77,1.8942000000000072
1181,Bitcoin Investment Lending,1.8501353718240716
1679,jovan trujic,1.8455303670745222
3393,aysenahmetbtc,1.844849999999997
2113,📊,1.8265500000000066
3305,Kak Midah,1.817399999999998
2283,darvin bello,1.817399999999998
3223,Javier Luis Pidone,1.817399999999998
975,Crypto Bagholder,1.817399999999998
937,Crypto Skater,1.817399999999998
2344,Pennytracker,1.817399999999998
1615,Algocentric Digital,1.749000000000006
2081,Chinmaya K Sharma,1.7490000000000057
3039,Maxim K,1.7490000000000057
1486,Zad,1.7490000000000057
1050,olandix,1.749000000000005
3395,blkchnr,1.701750000000038
1306,Crypsi,1.692380104407428
229,newown,1.5144999999999982
3510,Bitshort 🌀,1.413533333333332
2759,Crypto Nikitovs,1.413533333333332
1562,Adem Kul,1.3630499999999983
3807,Mohammad Ullah,1.3614000000000306
2006,Jack Churchill,1.3614000000000306
3651,Bitcoin Talk,1.3614000000000306
1971,Rob Harris,1.3614000000000306
2930,Kofi Kyeremateng,1.3215000000000015
1920,Amber D. Scott,1.2177000000000042
1793,Raj,1.2177000000000042
1275,Bitcoin Lovers 😍,1.1773363636363652
1591,Chonis Trading,1.1660000000000035
2646,adjiku,1.1358749999999986
2873,Eli Sheets,0.8697857142857174
1771,J-double-R,0.8697857142857174
613,mario,0.7563333333333503
2988,MichaelCesaroni,0.705911111111127
1353,timothy lee,0.6807000000000153
1903,Bitcoin Price [BTC],0.6741300000000007
1897,Crypt0k1ng UnB@nk'd [ŁTC],0.5489789321789318
1413,Ubay82,0.4543499999999995
2180,Jason,0.3423800265288757
1025,Crypto-World,0.3028999999999996
580,Guille,0.3028999999999996
3010,BABI Finance,0.25368750000000084
3283,Airdropking,0.07563333333333501
873,Şehmus Abık,0.002641448513767631
1490,AMBCrypto,0.0007374872114456088
2448,Bitcoin Empire,0.0007250880329913501
2035,finvestmonitor,0.0
2290,Bitcoin Busker,0.0
1937,Aulia Rahman,0.0
1938,Hugo Mtz,0.0
2039,Create A Wish,0.0
3623,Mr PepeZ,0.0
3619,Cryptoplata,0.0
1922,Bich Tran,0.0
2049,Hugh,0.0
3627,Anne Connelly,0.0
2262,Ken,0.0
2284,⚡️BTC europe⚡️,0.0
1945,Phoenix Crypto,0.0
1997,Kamil,0.0
3635,⚜CHROME HEARTS⚜,0.0
2265,Paul  Drummond,0.0
2266,billy moon soon watson ⚡️,0.0
1988,BitcoinInterest News,0.0
3638,Daman M,0.0
2267,Jorge Rendon,0.0
3633,#ImDownWithLTC~,0.0
3631,The Crypto Profit,0.0
2014,HC/BCD Victims,0.0
2021,HostSailor,0.0
1969,The Pickle🥒🍟,0.0
2281,SyedMustafaAli,0.0
1964,Julia,0.0
3644,Helen 47,0.0
1951,faith alcober,0.0
2264,igor,0.0
2029,nguyen toan phong #beattoken,0.0
2255,#JibbitICO wulet.io,0.0
2023,Seth Meister,0.0
2082,nhubinh1650,0.0
2250,Alessio Chelotti,0.0
2148,Ben Williams,0.0
2156,Linh Nguyen,0.0
3550,Apps4home,0.0
2154,Andrea Friedman,0.0
2152,BitcoinBear,0.0
3551,⚡️♧ BitcoinSLU ♤⚡️ [Satoshi Vision],0.0
2150,JDevil92,0.0
2149,Shadi Alafenish,0.0
2140,elhousni,0.0
2158,Alvaro,0.0
3523,Adrian X,0.0
2211,Pangeran95,0.0
2139,Riamm Nil,0.0
2136,Mik Kervevan,0.0
2135,Phil Barkley,0.0
2133,QuantumCat邪恶猫,0.0
2131,Daniel R,0.0
3524,Kreg Sinator,0.0
3549,Hung,0.0
3579,BTC Friday,0.0
3535,Nick Ayton,0.0
2185,CryptoAscension,0.0
2186,Follow @Vivekomon,0.0
2187,viviane ribeiro arti,0.0
2182,Mr. Green,0.0
2181,Mike Crypto,0.0
2191,Mauricio,0.0
2176,QuantaLoop,0.0
2192,WatchMojo,0.0
2160,Social Start News,0.0
2168,Modesty Tristin,0.0
2167,steven zambron,0.0
3546,Jeshua D. Noel,0.0
2162,Aprende X Emprender,0.0
3525,Ayca Meric,0.0
3548,Deej,0.0
2201,Five Cryptos,0.0
3522,Folkert,0.0
3580,labilpratama,0.0
3618,Pengki,0.0
2240,Fernando Perulles,0.0
3605,Muhammad anwas,0.0
2087,JMPV,0.0
2084,veri nice,0.0
2083,Eric Scott,0.0
3529,Cryptomania,0.0
2080,Etuk David,0.0
2079,eskailer jose,0.0
3614,Juri Fab,0.0
2232,Johnny #XAOS,0.0
3615,PRICE ACTION OF CRYPS,0.0
3616,Cryptocurrency,0.0
2073,CryptoZone,0.0
2067,Maribel B. Amante,0.0
2063,Crypto Savior,0.0
2055,Nancy de Leon,0.0
2054,Brave New Coin,0.0
2233,Smaniya,0.0
3517,P2P Tender,0.0
2120,waleed,0.0
2105,⚡Philip Clever⚡,0.0
2118,Bitcoin Interest (OFFICIAL),0.0
2117,Tech Help KB,0.0
3581,Asu Celebi,0.0
2115,Addy,0.0
2114,BitcoinAverage - Cryptocurrency Exchange Rates,0.0
2110,CoinData,0.0
2109,Top coins prices,0.0
2218,Rodrigo Aguilar,0.0
2090,EduArce 🇵🇪,0.0
3585,DABinside,0.0
2222,Joshua.,0.0
2097,Kuzura,0.0
2095,Akiyoshi Kato,0.0
2225,Yulanda  Fears,0.0
2094,Nithini De Silva,0.0
3518,Vadim,0.0
33,Dallas Newman,0.0
3405,Virginia Marshall,0.0
3500,Bitcoin Magazine,0.0
2917,jB #RENEGADE,0.0
2939,Plymouth Freemason,0.0
2926,Joe Keasler,0.0
2925,Network Dynamics,0.0
3303,Toriola Olaniyi ,0.0
2923,Jobs4Bitcoins,0.0
2919,CryptoPatron 🌎,0.0
2915,Ceren Engin,0.0
3298,toby,0.0
2914,Jabermonster Crypto Rider,0.0
3307,👻Achwaq Khalid.dll👁,0.0
2912,Vlasnius,0.0
2911,escualogris,0.0
2901,Ben ⚡,0.0
3312,Twit Markets,0.0
2945,Canan Pek,0.0
2950,enisdündar,0.0
2993,MomI,0.0
2977,Betul Yildirim,0.0
2984,CryptoBully,0.0
3279,Ece Onder,0.0
2982,Martin Urbina,0.0
2981,The Cryptomath,0.0
2979,Agus Hidayat,0.0
2978,Ana Champ,0.0
2974,Ini Sumitra,0.0
2952,Blockchainengineeringjobs,0.0
2973,Dede Chole,0.0
2970,CryptoDenver🐕,0.0
2967,Jasys Design Studio,0.0
2960,ICOs News,0.0
2958,Nubis,0.0
3284,ShadeCloud,0.0
3313,Cryptopatamus [You give me your ETH],0.0
2888,Ephy,0.0
3316,Cemre Ayhan,0.0
3345,Robert L [LTC],0.0
2839,"LW Wong, PhD",0.0
2838,JC,0.0
2837,Criptofinanzas,0.0
2830,Ela Evliya,0.0
3334,Peter Lerario,0.0
3335,Crypto Nostradamus,0.0
2811,Crypto Feez,0.0
3317,HODLTHIS,0.0
2810,Saya Iwasaki,0.0
3346,Antonio Rodriguez,0.0
2805,GravCoin,0.0
3349,Emmanuel Oluwatobiloba,0.0
2802,david barclay,0.0
2800,Joseph Falzone,0.0
3325,Lorenzo Bonardi,0.0
2843,Matthew Lock,0.0
2847,Dion Gottlieb,0.0
3324,Ahmed EL-Mutasim,0.0
3323,Singularitybooks,0.0
2852,Ecem Bayraktar,0.0
2859,cryptonewsbytes,0.0
2860,Bert Mouler,0.0
2861,Kim Yong-min 👒,0.0
2863,ICO Bounty Programs,0.0
2864,Gunbot Results from www.buygunbot.com,0.0
2866,dilraba,0.0
2867,Rich,0.0
2868,Duc Ha,0.0
2869,Shervz,0.0
2872,tina r agustine,0.0
2881,Dilara Cura,0.0
3274,David Aketch,0.0
2996,Satoshi Nakamoto,0.0
2797,ELIF TURGAY,0.0
3128,Денис,0.0
3142,RecordsHYIP,0.0
3141,The Crypto Wizard,0.0
3138,Seren Saltoglu,0.0
3135,Shabbir Ali,0.0
3133,Jeff H,0.0
3218,Colette Grail,0.0
3123,$tarkiller,0.0
3144,Manuel Santiago,0.0
3122,Krum Totin,0.0
3121,Sevgi Atay,0.0
3221,Marie,0.0
3112,King Passive | Julian Goldie,0.0
3111,Harun  OLXAcoin.com,0.0
3110,We Babel,0.0
3213,Nozad Alturki,0.0
3149,SamCrypto,0.0
3268,Todo En PC 2.0,0.0
3207,Frances  Bowman,0.0
3196,Rafael T.,0.0
3197,Prediction.vc,0.0
3189,Hailey Lennon,0.0
3188,Dave Chong,0.0
3171,FK,0.0
3167,ramadhoni,0.0
3164,#NoticiasOnline,0.0
3150,Teguh Supriyanto,0.0
3163,Коля Алеев,0.0
3162,Christian Bos,0.0
3161,Israel,0.0
3210,Jackson Pérez FX,0.0
3155,Pilios Group,0.0
3151,ភារុន,0.0
3103,Corie Bouldin,0.0
3093,HKurniawan,0.0
3088,Ahmed,0.0
3022,Stavo,0.0
3033,Mike Magolnick,0.0
3032,Bitcoin_Friend |Not Santa Claus No ETH Giveaway,0.0
3251,xBanagher,0.0
3028,Иван Иванов,0.0
3253,Halim Shaikh,0.0
3254,₿it Minute,0.0
3261,BletherinScotsman-#Justice4Reality#ReconnectJulian,0.0
3086,CryptoTshirt,0.0
3009,★ FUN 247,0.0
3008,Simon,0.0
3264,Future Tech Podcast,0.0
3004,Lisa Boucher,0.0
3003,Manofcoin,0.0
3002,Anna Morgan,0.0
3035,Noah's Ark of Crypto,0.0
3043,The5thForce,0.0
3047,Mandala Exchange,0.0
3048,Dobro,0.0
3052,Alan Farley,0.0
3058,Zeynep Karatas,0.0
3247,Amedeo,0.0
3062,Rob,0.0
3245,Crypto News: C-NEWS,0.0
3066,Glenn Fearn,0.0
3244,Fran Paredes,0.0
3072,David L. Fingold,0.0
3240,ECE UYSAL,0.0
3237,Pantera Capital,0.0
3233,Craig Sobey,0.0
3083,ih uils,0.0
