,username,value
1755,Triippyy🧚🏿‍♀️🚬👑,25.081999999999972
2188,Byron Hartman,25.081999999999972
2887,Chigozie Damian Isaac,25.081999999999972
2315,Shaimaranbir,25.081999999999972
2737,Wahyu Baili Rahmanda,25.081999999999972
1901,nCrypto,25.081999999999972
1191,Joe Price,25.081999999999972
2759,Feby Arafah,25.081999999999972
2459,Jonel Rojo,25.081999999999972
2136,δhΔγlo0ω,25.081999999999972
541,Leones mehedi hasan,25.081999999999972
2119,sakiko,25.081999999999972
1996,Jawad delta,25.081999999999972
493,Pantelis Roussakis,25.081999999999972
579,Hammed sodiq,25.081999999999972
174,GrannyGrace,25.081999999999972
482,Qisbil,25.081999999999972
139,juyeon Hong,25.081999999999972
872,Xxx Coin,25.081999999999972
169,Luckynany$XRP🚀🚀,25.081999999999972
897,Supardi Takhir,25.081999999999972
1675,Andi,25.081999999999972
196,محمود مجدمي,25.081999999999972
1147,Zarah,25.081999999999972
2086,Savage Investor,25.081999999999972
2643,shanrobles,25.081999999999972
1910,ICO Detector,25.081999999999972
66,Arga permana,25.081999999999972
809,Ukah Akajiaku,25.081999999999972
2140,Maison,25.081999999999972
2976,nabilgaul,25.081999999999972
1094,OLUFEMI,25.081999999999972
596,Aditiya Setiawan,25.081999999999972
918,Yahya,25.081999999999972
824,Moh. Rafiq,25.081999999999972
2748,FinalShare  Airdrop Only,25.081999999999972
313,OKK MOBILE,24.936448732402802
875,Budhi Kesuma,24.59799999999996
1851,Taufiq Elahi,24.53058603624891
654,Daniel Treccia,24.390800000000034
2072,Enoch aka Selfmade,24.390800000000034
938,Airdrop terkini,24.105254545454553
1153,SupPorter: Blockchain Fundraising Solutions,23.89302857142861
1801,عبد سعود,23.485872727272703
285,NABIEL,23.453750767033615
2593,Jamil Ahmed,23.320000000000075
1813,Lin,23.244224672362527
3028,Astra Network,23.22933333333337
2733,Smyle,22.58616497759936
2556,Ebere Peace,22.585135411508606
2502,Arowolo Korede muhammed,22.58393948816073
113,Андрей Архипенко,22.58367736832063
1981,Dena S Hidayat,22.58360973488276
1811,Qwinpresh,22.583460131339507
1443,nguyentue,22.58271960552173
790,GODDESS,22.582641338450486
1220,Idoko Joseph,22.58249887743522
1343,Nobody's MCE,22.58249551809997
1101,Simobest,22.582457774980433
112,stephen sego,22.582376515148283
349,Micheal,22.582361511264434
1929,Adex,22.579209283381427
1555,Александр Хрипуненко,22.471000000000004
1534,RichL Forex,22.471000000000004
629,T,22.471000000000004
1093,Free Airdrop+Bounty,22.471000000000004
249,crypto lovers,22.471000000000004
1020,K,22.471000000000004
2343,Brian Su,22.471000000000004
2021,Gabriel Kurman,22.471000000000004
2658,Fatema Akter Shilpy,22.471000000000004
2039,Martin Bridgewater,22.471000000000004
259,#Airdropinfo,22.471000000000004
986,Luis Miguel Laredo,22.471000000000004
492,Crypto Early Bird,22.471000000000004
2303,Daniel Macaulay,22.410605883146502
2680,Pontificate,22.295111111111083
948,Aaron Crypto$$😎Dude,22.068491559758932
1893,Greg Schatz,22.06243636363637
836,Brasil Bitcoin,21.739182590080386
116,Coolwired,21.319699999999976
1975,Crypto_Exchanges,21.253810145768814
577,Noe Costanos,21.242735168212327
2911,Muhamad Arifin,21.237418743278404
958,ReformedShortTrader,21.14688465181498
2364,🏴󠁧󠁢󠁥󠁮󠁧󠁿Crypto Legend🏴󠁧󠁢󠁥󠁮󠁧󠁿,20.972933333333337
617,Darren Culbreath,20.972933333333337
488,Nguyễn Quốc Anh,20.925022751833055
1206,oni.gho,20.92498303263396
360,Jasbin Paidin,20.921013521121644
1065,@rafikdilem96,20.915336052523603
2701,"FCS Free crypto signals, news & airdrops",20.906400000000033
2092,lucasgabd,20.906400000000033
1743,Smartguy,20.906400000000033
2785,Queen Crypto Unicorn,20.906400000000033
2031,steve beever,20.906400000000033
3039,Victor Perin,20.906400000000033
1549,🌎CryptoRock,20.906400000000033
1215,Dominik,20.906400000000033
2008,Nvania,20.906400000000033
23,Bitcoinity Fan,20.906400000000033
1796,Morhut,20.906400000000033
2873,Taylor Pearson,20.906400000000033
1822,Ζaher Ghaibeh,20.906400000000033
1088,MR,20.906400000000033
1330,Angel Hess,20.901666666666642
625,Bullyena (bull with a whale's tail),20.29928813314826
1077,TopTickers,20.223900000000004
2660,matchupmaker,20.06559999999998
994,joèl b,20.06559999999998
1404,Cashing Tickets,20.06559999999998
1980,SpazTastiK *Might give away ETH*,20.06559999999998
41,Jonathas Carrijo,20.06559999999998
1681,Ahmed Gitey,19.91085714285717
2331,P.,19.91085714285717
2228,Adin-#TraXionICO,19.74718744728399
1529,Camellia,19.6865279708019
1841,Vaisakh Ks,19.678623354273054
1054,jutofuko,19.678399999999968
283,Emeziem Miracle,19.678399999999968
1264,Adem,19.631614010666485
2147,Jakmati,19.48164340616372
2612,Eyal Yechezkell,19.428169696969725
231,nguyễn tuấn phương #beattoken,19.066303030303033
982,Cryptotaurus,18.744053390682353
1146,CMark,18.725833333333338
1707,Follow 4 Follow,18.65600000000006
1409,KOᑌᖇT  ✌,18.65600000000006
2214,Domain 10K,18.354924637023213
1504,f0under,17.976800000000008
2694,Mining,17.976800000000004
2824,Ya Boi,17.976800000000004
2735,Hamaan13,17.976800000000004
1455,Lucas,17.976800000000004
558,CptnBeard,17.976800000000004
2045,LucisDollar,17.976800000000004
378,yorck leschber,17.976800000000004
209,Jéssica Palacios,17.976800000000004
1742,Oih_Ana,17.976800000000004
1580,Joshua Manley,17.976800000000004
2217,Bitcoin Chaser,17.976800000000004
1515,Omar⚡,17.976800000000004
2838,Joseph Vitola,17.976800000000004
2764,Chris S. [1X],17.976800000000004
2207,Murtaza Jesawadawala,17.976800000000004
87,Joël de Tombe,17.976800000000004
2890,Nkgoge Lerama! ™,17.976800000000004
2250,Joda Walter,17.976800000000004
863,#JibbitICO | bounty hunter|,17.856434224933583
1936,Ahmad Rafardhan,17.53473658486955
2133,Eva Ann Arcelo,17.534607589836842
2196,Wiksman,17.53459435010381
1807,Amazing,17.534430490146175
531,Richard Evbuomwan,17.533467641057452
759,Igwe odibe drigweeu,17.5334571678358
739,francis ochuba,17.53343780225614
677,Mevlüt Can,17.533432466841337
214,ibukun odusanya,17.53337593664522
72,JIMOH DIYA,17.53335141893793
896,えあろじ,17.529069546530803
2638,CRYPTOSHELDON #followme,17.493128688519615
2061,ธนานพ หาญสงคราม,17.437660963619248
160,Oke Teminijesu I.,17.424057319396752
2847,X cactus,17.422000000000025
1783,BTC Lover,17.422000000000025
2513,Hanna Dumamba,17.422000000000025
2866,Advert Token,17.422000000000025
245,airdrop hunter,17.422000000000025
2646,eStream Studios,17.422000000000025
779,J Sweeps,17.422000000000025
1616,CMM informaciòn,17.422000000000025
232,tamtuyen,17.422000000000025
2744,TBC,17.422000000000025
1425,Raymund Enriquez,17.422000000000025
2679,Дмитрий Трушин,17.422000000000025
1008,Dustin Schwartz,17.422000000000025
2166,騙されないから,17.422000000000025
1149,donfabs ⚡️,17.422000000000025
513,TV and Video Guide,17.422000000000025
657,TommyeKirkendall,17.422000000000025
2271,Mohamed Sadek,17.422000000000025
237,Sabster [LTC ⚡️BTC ],17.332451161437366
635,Micro concept,17.227766666666668
1211,Nicu Olah,17.183338596853684
1883,Bitcoin McBitface⚡️,16.853250000000003
2864,vhenialmis,16.640181977643074
546,Recentpoker.com,16.394053372415815
2291,Binmap,16.32400000000005
3022,Jeff,16.32400000000005
2559,Bilal Mahmood,16.260533333333356
1224,Alexbenua,16.22485318611557
1874,omale,16.139059193539214
190,ahmed p,15.97755781818184
1839,Marlon Kamdyn,15.900649930976332
1570,jaklom,15.856322458087817
2098,Lemar Briones,15.838181818181841
2030,Cristian Carvajal,15.729700000000003
1931,Eray Erdoğdu,15.652595342845142
1706,Crypto Alerts,15.47997319832688
993,Decrypt[ed],15.346732420919773
2548,Nodus Tollens 🔍,15.288076190476174
1880,Leia,15.201463793410129
308,A‍‍rif Bestari ‍‍,15.09906666666669
908,DejaVu_Crypto,15.049199999999983
2540,Jay Westmore 🇺🇸,15.049199999999983
210,sss,15.049199999999983
2565,deanmccann,15.049199999999983
2722,Crypto Raven,15.049199999999983
2023,Shafique Ahmed,15.049199999999983
1969,Crypto Med,15.049199999999983
952,Aang ⚡,15.049199999999983
1775,PHX Crypto Coach,15.049199999999983
2699,Kevin Di Sotto,15.049199999999983
618,SkyPree Marketing,15.049199999999983
1490,bzrk,15.049199999999983
1484,Crystal Ball Research,15.049199999999983
2916,MN_Sidiks -follback?,14.982742538241261
2975,BlockchainCompliance,14.980666666666668
159,Cryptoknocks.com,14.980666666666668
1542,Jennifer,14.952851387549758
1698,W3Techy,14.933142857142878
2625,Slaven  Šekuljica,14.933142857142878
1997,drewc₿arnard,14.734781436075682
1653,Samar Edward,14.711911111111135
1664,Rachidou Mba,14.711911111111135
1532,akemi1487,14.702899326363362
829,Cash Clamber,14.606150000000003
1656,JEHB40,14.348833333333312
2632,RUN_START,14.332571428571411
450,sajith,14.304150755551639
1905,NoLuckNeeded.com,14.184169184464684
2584,Viejonazo89 [BTC/LTC],14.175148881244985
2616,Lindo ¿,14.033090539885169
2876,meteor78,13.992000000000047
2152,Cryptologist👩‍💻👸🤷‍♀️,13.992000000000047
722,chance,13.992000000000045
346,Yummy_Tomato,13.992000000000045
2566,Sergey Permyakov,13.992000000000045
286,SuperBeast,13.992000000000045
1070,kira,13.992000000000045
2753,Onwusor Kingsley,13.992000000000045
1870,Baba Azam,13.992000000000045
2888,AlienWithBTC - #TraXionICO,13.953221590907571
1889,Noah Ruderman ⚡,13.938835064043909
2199,HAWA man,13.937793910687708
1175,BlockchainSlim,13.937600000000021
238,Nd~,13.937600000000021
1345,Camille Lagueu,13.937600000000021
2553,Crypto Yourself,13.937600000000021
2458,Adam Goodwin,13.937600000000021
2843,M K Munir,13.937600000000021
2622,Paola Calicchia,13.937600000000021
2283,Crypto Daku,13.937600000000021
1350,www.wrongthink.net/DavidJamesJnr/ ⚡️,13.937600000000021
2591,George-Robert,13.937600000000021
2482,MarkoPro',13.937600000000021
1609,trafik,13.937600000000021
120,HudsonProdigy,13.937600000000021
1474,Aaron Hughes,13.937600000000021
388,Your Brain on Blockchain - Sandro Loi,13.937600000000021
1598,Robert Knapp,13.937600000000021
2736,Aaron Ryals,13.937600000000021
2396,Nadav David,13.937600000000021
2350,Cryptonite⚡,13.937600000000021
2078,Tino,13.937600000000021
2940,Zgred Marsden 🇵🇱 💯,13.937600000000021
2421,The Boogeyman,13.937600000000021
2896,Joseph Johns-OLXAcoin.com,13.730980012987263
178,Hammer Concepts,13.48651760924632
2834,akufure,13.482600000000005
1196,Genesis Coin,13.482600000000003
2424,Виктория Резник,13.453072727272712
2400,Ray Youssef,13.176177272727276
2533,DZ BTC,13.128524806503009
39,TheMarketQuote,13.118933333333311
2270,Amir Mido,13.110265913204
1652,Rome,13.06713380031787
1298,Norman Mendoza,12.978707800574057
2601,Олег Кир'ян,12.94983040652306
221,#Traxion ian Eldino-JFB Crypto,12.9239248231411
1974,Mathijs,12.883885083538502
1152,eti-ini umoh,12.840571428571431
2903,Iloh Kelechi,12.654711164431557
2920,Okeke Augustine C,12.654674606959752
2138,moreAi,12.654476655305169
2640,Akinbola Abidemi,12.654035356660799
2313,Achmad Abdurrohim,12.653958260916504
2210,Richland Airdrops/ICONews,12.653913120377883
1854,dewin,12.653883209972639
2153,João Vitor,12.653594942927638
2047,Saad Imran,12.653566868277142
784,Nandarismail76,12.653067381202952
705,Duong Hoai Ly,12.652458551091453
163,Aan Yuliyanto,12.652391547673684
53,Mike,12.652288367679235
1765,Fessikay,12.637318876904747
85,Alex Destruction,12.558553642210457
1297,Thomas Park,12.551794196583678
1986,AnyaFenko,12.540999999999986
1643,AIEVE,12.540999999999986
770,putri naloo,12.540999999999986
2413,dumbwire TechNews 📟,12.540999999999986
1569,badranaya,12.540999999999986
1463,Mance Rayder 💭,12.540999999999986
351,Arjun ghimire,12.540999999999986
2981,Tartini ฿,12.540999999999986
2082,CrypticApe,12.540999999999986
59,crypto_timelord,12.540999999999986
1103,eglinton,12.540999999999986
2427,Ronco,12.540999999999986
814,marco,12.540999999999986
2277,Banty,12.540999999999986
1506,Ⓥin Ⓐrmani,12.540999999999986
1034,blockchainchain,12.349764648566104
1520,JDeveaux,12.29899999999998
428,Shaishav,12.29899999999998
2249,Elleok,12.29899999999998
1746,Systweak Software,12.256909090909092
566,Deckoto Od Senkata,12.256909090909092
2462,Bitcoin and Cryptos,12.256909090909092
2405,見栄子さん@Satoshi Visioner,12.256909090909092
1908,Dave Padgett,12.256909090909092
442,A Traders Life 🥊,12.194682685050592
105,Безумный Запорожец,12.070422989420287
2910,Wad Up Cryp,11.893658225891784
457,Tico Hiko,11.858133882073336
695,RetroSheep.com,11.704933333333319
2653,Juan Carlos Rangel,11.665377528362903
1838,Crypto Donald Trump,11.660000000000037
84,Dedi setiawan,11.660000000000037
1135,Private Bank Media,11.660000000000037
2487,Nnaemeka Onyeukwu,11.660000000000037
728,Clarkson Okpokiri,11.660000000000037
1695,Eric Wondong,11.660000000000037
2941,ied7enk,11.660000000000037
1781,De Currency 1,11.660000000000037
1245,Jasmin Leyva,11.660000000000037
1124,likewhoa,11.660000000000037
2571,Daniel Gokah,11.660000000000037
2681,Adekunle dele Olamide,11.660000000000037
2999,georgianne morell,11.660000000000037
518,Wavenasky,11.660000000000037
904,Max,11.660000000000037
851,Megaton,11.660000000000037
2120,karyl johanson,11.660000000000037
1513,guru,11.660000000000037
515,lopeprisonpure,11.660000000000037
1497,katty,11.660000000000037
255,Doclenk Kasep,11.660000000000037
1588,mike adamo,11.660000000000037
122,Ricardo,11.660000000000037
1464,Survivor GH,11.660000000000037
988,Pletic,11.660000000000037
1531,mostafa900,11.660000000000037
999,LongLifeLove,11.660000000000037
192,Hiep NGuyen,11.660000000000037
3010,Miles,11.660000000000037
846,Fikri Simbolon,11.660000000000037
1475,zhan vac,11.660000000000037
1023,Trader Office,11.660000000000037
2027,Zack of Crypto,11.660000000000037
2782,Topman,11.660000000000037
914,Ismail hassan,11.660000000000037
1004,Mr. Multimedia,11.660000000000037
332,Osamede,11.660000000000037
837,Jason Atun,11.660000000000037
1522,Eni198881,11.660000000000037
337,Aseem Sharma,11.660000000000037
1321,Shehzaib,11.660000000000037
2168,Raymond Ikechebelu,11.660000000000037
150,General Crypto Store,11.614670026001932
1509,נєℓℓє ѕмє∂тѕ,11.404527272727254
335,Tayour,11.333274733851411
3005,Cixeo ☁,11.286899999999989
2223,BIM ARCH SERVICES,11.238175368361278
2393,Grant Salisbury,11.236661685654518
1324,Xbt News,11.236591586347268
1622,Cryptonetix,11.236425807593225
2245,Gotenks,11.236094774188137
1303,CryptoStickers,11.235500000000002
1737,Idun,11.235500000000002
912,Achlys Aceline,11.235500000000002
396,Welckomtome,11.235500000000002
555,Roman Daszkiewicz,11.235500000000002
2906,Pirl.io,11.235500000000002
2060,Allan Paolo Santiago,11.235500000000002
2025,Ramiro Ocampo,11.183472292236459
559,oso70474,11.101634245312887
128,Leroy Bigsley,10.868866666666655
2258,Bounty,10.868866666666655
2294,TMT,10.753111111111146
1694,prokofiev86,10.74942857142856
521,Global Ecommerce,10.733467875230394
153,gundu dharma teja,10.690670399287336
683,Crowndesroen,10.68534998478421
1647,Marcel Xavier,10.590177777777768
1659,George Colon,10.590177777777768
1970,Ronn Marlowe,10.494000000000035
2749,Luisa Subia,10.494000000000034
720,Yogi Gunawan,10.478984863907938
279,Bitcoin World,10.4554057000015
201,Neo Cash,10.453200000000017
3014,Engr.Irfan Meo 🇵🇰🇨🇳,10.453200000000017
1021,Muhammad888,10.453200000000017
1166,Nico,10.453200000000017
2261,ひろこさん。,10.453200000000017
1385,mikopa,10.453200000000017
2327,Bati,10.41740270349796
2234,Doo♍ayBee...,10.3870842470097
1682,Joy Hasan 💯🔥 👍✌️,10.242963724430089
25,Fiat Killer,10.21323266313383
610,Alexa Yesiree,10.202500000000033
1949,Сергей,10.185867246078015
801,Djek,10.14359894851778
1109,Danilo Diaz,10.105333333333366
477,cryptobang,10.105333333333366
1080,HS,10.07181335604924
2521,geraldongo,10.032799999999991
2360,Paul Richardson,10.03279999999999
3035,Gresham INTL,10.03279999999999
297,Eszter,10.03279999999999
2673,enjoying the ride,10.03279999999999
2099,Jack Pot,10.03279999999999
2821,GCC Cat,10.03279999999999
1059,Invest. Digitais,10.03279999999999
2209,Tooraj Enayati,10.03279999999999
1630,AnaV,10.03279999999999
2811,Bitfish,10.03279999999999
2853,Saul Theis.,10.03279999999999
2483,Blockchain Case,10.03279999999999
2796,Eplemos5life,10.03279999999999
966,kelvin lam,10.03279999999999
2727,Encrypted,10.03279999999999
1788,Shinchan,10.03279999999999
1108,MaxKeiserIsGOD,10.03279999999999
132,Blockchain,10.024735111212046
2050,Fauzi Abdul,9.957365492359619
2606,Xavier Iturralde ⚡️,9.956957865163844
1979,Lebechi omeje,9.955428571428586
282,Mariz Villano,9.939372763448283
1582,Anita Nunez,9.911000000000032
756,Bryan Walker,9.839199999999984
1279,Doug,9.839199999999984
56,Bull,9.839199999999984
1460,Vijay Boyapati,9.839199999999984
1438,Karim Solanji,9.839199999999984
1092,Span29,9.839199999999984
103,Rosellie Dawami,9.839199999999984
670,Rey ⚡ Poullard,9.839199999999984
1903,Adekunlegold,9.65622656758781
2306,Stan,9.63735843907599
1787,Kane McGukin,9.623580952380966
1568,BitcoinAabdar,9.593525978697695
2185,JOSEPH MARS,9.513066212370331
1143,MrCryptoKrabs,9.502909090909105
2813,千石,9.502909090909105
2003,Coindollo,9.502909090909105
1349,thecoindigest,9.4877691905045
2312,CHDftyl [Segwit+⚡️],9.450945064152451
1063,Vladimir Fedorov,9.431010606060607
590,FIELDSofGOLD,9.375942319028201
1934,ariezky fadlil,9.37066666666665
2441,Валинов вячеслав,9.337309970393203
416,tradingNOVA,9.328000000000031
503,Sur Way,9.32800000000003
1911,Cozine,9.32800000000003
1090,Adi Dizdarevich,9.32800000000003
2952,Pr Tweets Now,9.32800000000003
2650,Vincenzo Primiani,9.32800000000003
1847,Acenikolov,9.32800000000003
2577,8th Kazekage || Zurishaddai,9.32800000000003
1480,The Chicken Meditation ^_^,9.32800000000003
1015,SWIFT Unlock,9.32800000000003
1273,Miesha Bronson,9.158452685206852
2463,Plancrypto,9.118716102233618
2265,Crypto Carabao,8.988412844517123
1026,㈱オフィスあさの/代表取締役,8.988400000000002
2471,Yuvraj Singh,8.988400000000002
716,fatih,8.988400000000002
957,Bull & Bear Research,8.988400000000002
1855,FinansMY,8.988400000000002
799,Zlatan isRed #TraXionICO,8.9884
2335,JTC,8.97496969696971
1104,BadHombre4u2c,8.83333333333336
1810,Mohammad jufriyadi,8.80673123365028
2779,Habib khan,8.799042789462415
1914,alan laserna,8.77869999999999
1610,Daniel Rice,8.77869999999999
49,CrypToPR,8.766873406217751
2022,JerryJHK,8.718639879657148
133,"Diego ""Not giving away Crypto"" Gutierrez-Zaldivar",8.714328932263246
2257,André,8.713545342326439
2839,Divo Cooga,8.711997556485006
2314,Varun Sehgal,8.711007113886417
506,BTCNN,8.711000000000013
2501,MasterdubsOfficial,8.711000000000013
161,doctaroc,8.640760856072289
661,CryptoNewswire 🌐,8.627966483873536
1940,LONDONAIMCAP,8.60234086287114
2042,Alex Mercer,8.581257746285052
2600,DonorTiles,8.55613777777779
363,Bitcoin News,8.548164031605436
702,Mohamed Sami,8.487317538032206
1299,Eric Meece,8.360666666666658
