"duongtb.vms@gmail.com","Sat","9.88039778481e-07","0.00466395599139","-0.4","RT GAME X 200 000 000 GMX AIRDROP CONDITION FOLLOW RETWEET LIKE COMMENT YOUR ERC 20 eth btcm crypto payment topbtc"
"Crypto Town","Fri","0.00105325040386","0.0","0.0","Cointelegraph Governor of Connecticut Signs Blockchain Working Group Bill Into Law bitcoin ripple ethereum"
"Crypto Elite 📈🚀","Thu","0.00221814930269","0.0","0.0","BTC 4956 5699 Bounce Scenario Here s Why bitcoin btc"
"Devan Naratama","Wed","0.000373479036266","0.0","0.0","PERA Payera blockchain cryptocurrency shopera cardera tokensale bitcoin ethereum Website"
"Jon smith","Tue","0.000333957445127","0.000717531690983","0.0","RT Bitcoin miner aspires to launch largest crypto mining facility in the U S via"
"lelam","Mon","0.00164805035051","0.0","0.030303030303030304","Cryptocean seems to be garnering positive vibes amongst traders and investors In addition to typical investors ot"
"CryptoCrys","Sun","0.00024700994462","0.0","0.0375","Ok crypto peeps I have about treefidy to drop in a coin or few need some ideas I ve done a little DYOR Just want"
"Jah🇯🇲Coin","Sat","6.42225856013e-05","0.0","0.0","Speaking on Bloomberg today re crypto and regulators Bitcoin Ethereum blockchain"
"rifky hasan","Fri","0.00132002114405","0.0301363310213","0.16875","RT GREENBIT The Next Big Thing money millionaire business cash bitcoin success rich wealth entrepreneur billionair"
"Marry Sueberg","Thu","0.00318247612649","0.000119588615164","0.0","RT Earn 100 per TBC Coin Distributed Out of the Admin Wallet Send Your Friends here Please Ret"
"Crypto","Sat","0.000128445171203","0.000837120306147","0.4000000000000001","RT Heads up just heard a huge Bitcoin Whale With 94 947 BTC has just transferee their Crypto Onto an Exchange Rattli"
"Dallas Newman","Fri","4.84139491456e-05","0.0","0.0","BTC seems to be bouncing around inside the cloud walls on the 1hr BTC Bitcoin Crypto Ichi Ichimoto TA"
"Thanhjonhan#TraXionICO","Thu","0.00159667228203","0.0","0.0","Cryptocean s various functions and platform are explained as simply as possible Cryptocean Blockchain Bitcoin"
"Olivia Shepherd","Wed","0.000487103610791","0.0","0.2488888888888889","The Robot can tell the price movements in the next few seconds that s why it s easy to win much money very fast BestEA Bitcoin"
"Metatron Inc. (MRNJ)","Tue","0.183976958912","0.0","0.26666666666666666","MRNJ Bitcoin volatility keeping you up at night Download the 1 Free Deep Sleep Hypnosis Free App for Android Dev"
"kapil bhola","Mon","0.00358658439589","0.0460416168381","0.0","RT Only 2 days left to get 500 QRX for 1 ETH Don t miss LAST CHANCE to join the future of cryptotrading"
"alwija","Sun","0.00131014074627","0.0216455393447","0.09999999999999999","RT Hi Decoin Community Our presale stage 2 is open Dtep coin price of 65 for only 14 days We already sold 2 6m worth of dt"
"Crypto_techs","Sat","0.00221419714358","0.000239177230328","0.0","RT Apple s App Store Revises Cryptocurrency App Rules bitcoin"
"Spin Bits","Fri","0.000122516932532","0.00107629753647","0.0","RT What is Bitcoin City LandForSale BTC Blockchain Land Technology"
"Nicolò (尼科洛) Tilotta","Thu","0.000376443155601","0.000837120306147","0.0","RT LightningNetwork 2 405 nodes 8 324 channels 22 981 BTC capacity 1 848 public nodes 1 797 nodes with channels 93 channels op"
"Eduardo Gutiérrez","Wed","7.01508242722e-05","0.00502272183688","0.14242424242424243","RT In less than 3 days the Storeplex Pre ICO will be live There s a 100 bonus for early investors so make sure you re a p"
"Cryptonizuka Teacher Great","Tue","7.70671027216e-05","0.0","0.0","It can and it will be xrp ripple btc bitcoin"
"martina castro","Mon","0.0","0.0339631667065","0.0","RT JohnMcAfee Will Serve The Crypto Community When He Runs For President POTUS2020 The Future Is Com"
"Bitcoinity Fan","Sun","0.000529589321266","0.0675675675676","0.3","RT Bitcoin is by far the most energy efficient monetary system we ve ever designed"
"manlost111#TraXionICO","Sat","0.00144747827548","0.0","0.0","Cryptocean combines technological and financial services on a platform where fiat digital financial assets and cr"
"Fiat Killer","Fri","3.26053126899e-05","0.000358765845492","0.25","RT Follow the hashrate The hashrate keeps going higher Price always follows hashrate Every currency in the world"
"Growth48","Thu","0.00125777463801","0.0","0.0","Certified Blockchain amp Bitcoin Courses blockchain Bitcoin Ethereum"
