created_at,name,text,followers_count,verified,retweet_count,favorite_count,,,,,
Thu,Masa,"RT @dentcoin: DENT, the leading Blockchain project for the Telco market is now live in United Arab Emirates (UAE)! Middle East will be a gr…",22,False,35,0,,,,,
Wed,cuvanduc,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",12,False,3196,0,,,,,
Tue,brindez kromo,"#TRIWER #TRW #TriwerDelivery #Ethereum #Bitcoin #Blockchain
Information visit website: https://t.co/cOs4aH77Z2 https://t.co/q69YFnWHDM",3391,False,0,0,,,,,
Mon,Crypto JaYd | 📢📦,@cryptonewsshow YO you wanna continue your run of butthurt expect to get stung back. Opened your arse up to a doxx… https://t.co/iqfLzUitNx,400,False,0,2,,,,,
Sun,Oleg,"RT @ICOsprintx: #HappyMonday 😎👊🏻
From everyone at #SprintX we want to wish YOU an excellent week full of achievements and opportunities in…",10653,False,759,0,,,,,
Sat,AIRDROPPPPP 100% FREE,"RT @NeyrosNetwork: @NeyrosNetwork 99,999,999,999 NEYROS  Airdrops starts !!!
fill the form : https://t.co/MHxx8D5wY1

#Airdrop #freetoken #…",220,False,60,0,,,,,
Fri,Carney Kennan,"RT @0xgang: 444Million Token Airdrop Starts!!!

Join Now: https://t.co/H0TtkEtLr7

#Airdrop #freetoken #freecoin #erc20 #ethereum #eth #eth…",168,False,3085,0,,,,,
Thu,Progress Nani,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",43,False,3196,0,,,,,
Wed,Leo de Lange,"Haha, cool! And yes i’m a big fan. Been telling a lot of people About satoschipay and hoe it could help dutch publi… https://t.co/QOnT0FlF3U",5587,False,0,0,,,,,
Tue,Earn Money Online Opportunity,"RT @RandolphMlny: #Bitcoin #Satoshi #Earn_Money #cryptocurrency #blockchain #Airdrop
New Airdrop #Globalcoins 📢

NEW Globalcoins Airdrop 💎💰…",605,False,2,0,,,,,
Mon,Xavier Ruiz,"51% attack on smaller coins since they have attracted fewer miners.
#cryptocurrencynews #CryptocurrencyNews… https://t.co/DjVrKvIsDK",67,False,0,0,,,,,
Sun,Paul Felder,RT @howdooHQ: OUR PRE-SALE RATE OF $0.08 ENDS at Midnight GMT on June 2nd. Register before its too late and the price increases to $0.10 pe…,2252,False,381,0,,,,,
Sat,Pabie Umusig Veluz,"RT @gamex_token: GAME X  200,000,000 GMX AIRDROP

CONDITION 

FOLLOW
RETWEET
LIKE
COMMENT YOUR ERC-20

#eth #btcm #crypto #payment #topbtc…",336,False,142,0,,,,,
Fri,Bukky,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",1,False,3196,0,,,,,
Thu,kamran alvandov,RT @skamcoin: You can run but you can not hide. We will not let the scammers deceive you. #cryptocurrency #bitcoin $btc $eth $xmr $zec $trx…,6,False,65,0,,,,,
Wed,Chai Shepherd,"RT @ORACLEofETH: Price Prediction 2022

#Bitcoin: $1,500,000
#Litecoin: $250,000
#Ethereum: $200,000
#EOS: $150,000
#Cardano: $1,000
#Rippl…",690,False,85,0,,,,,
Tue,Lynda Jones,"RT @coinnup: @coinnup has adhered to all the regulations governing a #Blockchain business as laid down by Estonian authorities.
#cryptocurr…",3507,False,26,0,,,,,
Mon,Carney Kennan,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",168,False,3196,0,,,,,
Sun,Kaytokeyos,"RT @coinnup: #Paymaz ecosystem will have a crypto exchange, a universal wallet, B2B and B2C payment gateways and a strong POS network to he…",1185,False,253,0,,,,,
Sat,zzzzzthatssixzs,Bitcoin Gaming Foundation is out! https://t.co/oe7WW1tLVr #poker #bitcoin,1628,False,0,0,,,,,
Fri,Yamatho Supply LLC,"RT @kashthefuturist: Embracing encryption in #India 
#AI #IoT #digital #Robotics #Robot #DigitalTransformation #future #technology #TechTre…",1424,False,4,0,,,,,
Thu,Old Dude [$MAX],"RT @ArminVanBitcoin: Annual Economic Costs:

Banking: $1,870B
Gold Mining: $105B
Banking ( Electricity ): $63.8B
Gold Recycling: $40B
Paper…",136,False,981,0,,,,,
Wed,CryptoMax,"The #FLOGmall main goal is to provide customers with the opportunity to choose what they need, rather than what it… https://t.co/1hYedEIKA6",1796,False,0,0,,,,,
Tue,🍥🍥🍥CRYPTO KAWAII🍥🍥🍥,Bounties and airdrops are for people with no dignity. You sell your time and your data in exchange for a few shitty… https://t.co/AS5bf9QpEe,27,False,0,0,,,,,
Mon,AllA,"RT @qurrex: Don't miss LAST CHANCE to join the amazing future of #cryptotrading
https://t.co/MTgWaofiM2     
ONLY ONE DAY LEFT

#TokenSale…",5996,False,30,0,,,,,
Sun,FishEyeBox,"RT @kashthefuturist: Embracing encryption in #India 
#AI #IoT #digital #Robotics #Robot #DigitalTransformation #future #technology #TechTre…",334,False,4,0,,,,,
Sat,pruzmani2018,"RT @0xgang: 444Million Token Airdrop Starts!!!

Join Now: https://t.co/H0TtkEtLr7

#Airdrop #freetoken #freecoin #erc20 #ethereum #eth #eth…",21,False,3085,0,,,,,
Fri,Redowan Hasan,"RT @PAYERAio: Do you already have your PERA token ❓

Less than 7 days left to the end of the pre-ico ❗️⏳

Check out our offical website 
▶️…",2132,False,64,0,,,,,
Thu,Master of Coinage,"What do we see first for #Bitcoin?

$BTC $BTCUSD",2919,False,0,0,,,,,
Wed,Dennis Parker⚡️,"RT @Blockchainlife: Billionaire Mike Novogratz, someone with a large network in the financial market: Institutional money is getting ready…",19245,False,294,0,,,,,
Tue,Faith Odhodu,Invest @KoronaCoin on your future now #ICO #Blockchain #Bitcoin,2864,False,1,1,,,,,
Mon,LUCID Media,RT @crypto_monopoly: @rogerkver @aantonop @BCHmeetups @BITCOlNCASH @BitcoinCom @CNBCFastMoney @DCGco @IvanOnTech @DougPolkPoker @derekmagil…,70,False,1,0,,,,,
Sun,pruzmani2018,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",21,False,3196,0,,,,,
Sat,Sergey Timofeev,"RT @qurrex: Some important facts on Qurrex 

#bitcoin #altcoins #ethereum #ERC20 #eos #resources #blockchain #crypto #cryptoexchange https:…",12668,False,503,0,,,,,
Fri,Benny_Bales,"RT @0xgang: 444Million Token Airdrop Starts!!!

Join Now: https://t.co/H0TtkEtLr7

#Airdrop #freetoken #freecoin #erc20 #ethereum #eth #eth…",148,False,3085,0,,,,,
Thu,Crypto Airdrops,"RT @CoinAirdropsAll: #Bitcoin #Satoshi #Earn_Money #cryptocurrency #blockchain #Airdrop
New Airdrop #BTK 📢

Huge #BTK #Airdrop 3000 Tokens…",188,False,1,0,,,,,
Wed,Ирина,"RT @IqOption_VIP: Cryptcurrency?
#bitcoin #ethereum #Ripple #ICOs #cryptocurrency",140,False,75,0,,,,,
Tue,Afolabi oluwapelumi,"RT @VaynixVNX: 🔥Vaynix Bounty Campaign Stage 2 START 🔥

🚀Link: https://t.co/TPe3H64xVS

↗️Official Website -&gt; https://t.co/5aCiBMiHnM…",10,False,102,0,,,,,
Mon,Dennis Parker⚡️,RT @ArminVanBitcoin: I absolutely love this! 😍 A game where anyone can participate and paint on a million pixel canvas for 1 satoshi per pi…,19245,False,20,0,,,,,
Sun,Grumpy McGrumpface,"RT @kilrau: We did it! 🙌 #2 Atomic Swap on Lightning between BTC &amp; LTC!

Kudos to @bitconner from @lightning pioneering this. Who is #3? @S…",503,False,483,0,,,,,
Sat,LastBattle - MOON,"Looks like we're going to see a wave of consolidation back to #bitcoin again. $BTC 

-1TB Ethereum chain size with… https://t.co/JqncGPK9dc",4871,False,0,4,,,,,
Fri,please,"BTC,ETH,ETC,LTC,BCH,MONA
Please send someone virtual currency　
#Bitcoin #VirtualCurrency",21,False,0,0,,,,,
Thu,Mr. Investo,Looking forward to GUARIUM ICO! That will be a great event! https://t.co/uzCIJD2axW @GuariumContact #GUARIUM… https://t.co/npqPteG8Me,10476,False,0,0,,,,,
Wed,Earn Money Online Opportunity,"RT @RandolphMlny: #Bitcoin #Satoshi #Earn_Money #cryptocurrency #blockchain #Airdrop
New Airdrop #ESCO 📢

NEW ESCOBAR Airdrop 500 #ESCO (~$…",605,False,5,0,,,,,
Tue,Владимир Бадрутдинов,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",539,False,3196,0,,,,,
Mon,Alecs,"RT @bitcoingold: Our Design Team, led by BTG Co-Founder ""Franco"", is working on our Brand new website. It's looking great! Faster and light…",4,False,8,0,,,,,
Sun,Teresa Cook,"RT @0xgang: 444Million Token Airdrop Starts!!!

Join Now: https://t.co/H0TtkEtLr7

#Airdrop #freetoken #freecoin #erc20 #ethereum #eth #eth…",304,False,3085,0,,,,,
Sat,CoinTrendz.com,📈Pump Alert! - GNO/USD on kraken! Price increase: 8.57% | Volume: +162.60% https://t.co/4GdbWBeGJE - $GNO $USD… https://t.co/IXxtLEwNL9,11566,False,0,0,,,,,
Fri,areebakhan,"RT @bitcoingold: Our Design Team, led by BTG Co-Founder ""Franco"", is working on our Brand new website. It's looking great! Faster and light…",209,False,8,0,,,,,
Thu,Дзюба Ярослав,"RT @CybitCorp: Ream more about it at https://t.co/CRmgkbaXFX
#finance #blockchain #cryptocurrency #crowdfunding #ICO #crypto
#blockchain #b…",164969,False,120,0,,,,,
Wed,KrissStylle,"RT @decoin_io: Our airdrop program is still live!
A total of  55,000 Dtep Coin with a value of $50,000 are up for grabs!

Visit our Airdrop…",2431,False,123,0,,,,,
Tue,Yentl De Bie,"RT @EnemyGiveaways: We are giving away 0,1 DASH.

Steps:
1. Retweet this post
2. Like this post
3. Follow @EnemyGiveaways

To participate y…",16,False,90,0,,,,,
Mon,Eduard Morozov,"RT @lightningncom: We are airdropping 100 LightningNet (LNET)! 🚀 Follow us, join our telegram (https://t.co/vYgzEWTiwU ) and retweet this t…",5,False,7483,0,,,,,
Sun,Сергей,"RT @icocreed: 📢 Re:factor (REFT)  @refactor_ico

Rating: 4/5⭐⭐⭐⭐
Worth :  ~ 20$ 💰

https://t.co/QhYxSAKXH0

Please Like and Retweet to supp…",131,False,4,0,,,,,
Sat,Teresa Cook,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",304,False,3196,0,,,,,
Fri,urbancoinerz,RT @coinnup: #Cryptocurrency is universal as it eliminates unnecessary transactions fees and makes payments more secure. Embrace the boons…,1414,False,144,0,,,,,
Thu,Queen Bambata,"RT @coinnup: @coinnup cKEY is the most secure #blockchaintechnology technology, designed to assuage the complexity involved with long passw…",2859,False,485,0,,,,,
Wed,Mark Maureen,"RT @bitebtccom: #YoloCash (#YLC) is listed: https://t.co/qxxO4IwafV
Forum: https://t.co/Urwfauspd8
Telegram: https://t.co/klKCKOAZ2d
@YoloW…",196,False,290,0,,,,,
Tue,christoper,"Now that the era has grown and developed, the security of your data in communicating must now be better protected.… https://t.co/ib0xwFHM81",2182,False,0,0,,,,,
Mon,Devil,"RT @SuretyToken: The surety airdrop is here receive up to $400 in surety tokens. 
Sign up and complete the airdrop procedure to receive you…",485,False,646,0,,,,,
Sun,morika,"RT @Ok_coinexchange: https://t.co/kSbU1smliM is coming! You can see for first panel photo below😎

We will come to be for a large volume exc…",4,False,110,0,,,,,
Sat,Nikolas Vermalen,"RT @CybitCorp: Ream more about it at https://t.co/CRmgkbaXFX
#finance #blockchain #cryptocurrency #crowdfunding #ICO #crypto
#blockchain #b…",10718,False,120,0,,,,,
Fri,Сергей,"RT @icocreed: 📢 Staramba (STT)   @staramba

Rating: 4/5⭐⭐⭐⭐
Worth :  ~ 1$ + Ref 💰

https://t.co/qB4alSSkcL

Please Like and Retweet to supp…",131,False,1,0,,,,,
Thu,Crypto Airdrops,"RT @CoinsAirdrops: #Bitcoin #cryptocurrency #Airdrop
New Airdrop #Spiking 📢

Spiking is airdropping 864 #SPIKE Tokens to Telegram Users ✈️💰…",423,False,5,0,,,,,
Wed,Crypto Strategies,RT @that__bch__guy: You advertise #BitcoinCash yet #merchants in Agnes Water are denied default payment set up &amp, not even aware it can be e…,996,False,6,0,,,,
Tue,CryptoPoussin,"RT @Blockchainlife: #Bitcoin average DAILY value change:
2010: +0.82%
2011: +0.76%
2012: +0.26%
2013: +1.11%
2014: -0.25%
2015: +0.09%
2016…",218,False,104,0,,,,,
Mon,morika,RT @Ok_coinexchange: Wow! We reached 25K followers just within 4 weeks on Twitter! 🎉🍾We are happy to see a huge interest to our project! Co…,4,False,4,0,,,,,
Sun,toshank,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",6,False,3196,0,,,,,
Sat,Anh Ha,RT @acutecoin: We welcome all new participants and look forward to you being a part of this new and exciting project. #Crypto #BitCoin http…,2593,False,145,0,,,,,
Fri,Home Business Tips,RT @IncomeResource: Claim Your FREE System and Rake In 127 Leads DAILY With NO Paid Advertising. https://t.co/IuwnvBuFYw #biztips #mlm #MLM…,18538,False,3,0,,,,,
Thu,paris morazes,RT @ImpressiveOnion: @officialmcafee #JohnMcAfee Will Serve The Crypto Community When He Runs For President! #POTUS2020 - The Future Is Com…,0,False,287,0,,,,,
Wed,Vijaybit786,"RT @ZeroCarbonPrjct: Top infographic on the #bitcoin landscape via @Fisher85M 🙌 ⚡️ 
#crytpocurrency #blockchain #ETH #BTC #fintech 

https:…",1521,False,68,0,,,,,
Tue,Benny_Bales,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",148,False,3196,0,,,,,
Mon,Nguyen Huy Hoang,"The surety airdrop is here receive up to $400 in surety tokens. 
Sign up and complete the airdrop procedure to rece… https://t.co/gR5SsswvSk",208,False,0,1,,,,,
Sun,Efosa Osarenkhoe (loo),"RT @lightningncom: We are airdropping 100 LightningNet (LNET)! 🚀 Follow us, join our telegram (https://t.co/vYgzEWTiwU ) and retweet this t…",179,False,7483,0,,,,,
Sat,AirdropCircus,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",115,False,3196,0,,,,,
Fri,Bruno Duarte,Claim Your FREE System and Rake In 127 Leads DAILY With NO Paid Advertising. https://t.co/IuwnvBuFYw #biztips #mlm… https://t.co/dTgFq0Wkvx,2917,False,3,5,,,,,
Thu,Crypto Airdrops,"RT @CoinAirdropsAll: #Bitcoin #Satoshi #crypto #blockchain #Airdrop
New Airdrop #ICOCLUB 📢

IcoClubChain Airdrop 500 #ICC Tokens for regist…",188,False,1,0,,,,,
Wed,pinguin,"RT @decoin_io: Our airdrop program is still live!
A total of  55,000 Dtep Coin with a value of $50,000 are up for grabs!

Visit our Airdrop…",12502,False,123,0,,,,,
Tue,Earn Money Online Opportunity,"RT @RandolphMlny: #Bitcoin #cryptocurrency #blockchain

Nexo Starts ‘Best Job in Crypto’ Campaign

Become a Top Blockchain Leader : https:/…",605,False,1,0,,,,,
Mon,Irishka,"RT @MANOCoinTeam: Is this fair launch or what?
https://t.co/p4l9uj7GbB
#masternodes #bitcoin #crypto",3559,False,50,0,,,,,
Sun,Business&Tech News,"RT @BitcoinNewsCom: Asia and Australia: Crypto and Blockchain News Roundup, 1st to 7th June 2018 - https://t.co/8hYLCKZPT2 #bitcoin #blockc…",3172,False,3,0,,,,,
Sat,Milford Gannon,RT @gigahashminer: Reinvest option is live now. You can reinvest your mining returns to buy more GHS. Explore your dashboard for more detai…,5203,False,96,0,,,,,
Fri,Sinta Hanna,"RT @VEIAG_token: The VEIAG $3,000,000 Bounty Program is finally here!

Sign up here: https://t.co/jUvzJq6sEN

#bitcointalk #bountyprogram #…",4912,False,200,0,,,,,
Thu,Le Giang,"RT @bitcoingold: Our Design Team, led by BTG Co-Founder ""Franco"", is working on our Brand new website. It's looking great! Faster and light…",35,False,8,0,,,,,
Wed,♠140 FOR CHRIST ©,"RT @JStuhlman: Smart contract platform Sirius $SIRX now trading on @Cryptopia_NZ :

https://t.co/c7U4wq175g

#bitcoin #btc #btcusd #sirius…",836,False,94,0,,,,,
Tue,Szymon Roberts,"RT @Blockshipping: Transforming the global container shipping industry.
Join the Blockshipping ICO today!  https://t.co/LccYtErMPU

#CCC #B…",3817,False,137,0,,,,,
Mon,Milford Gannon,"RT @gigahashminer: Today's payout 6070 Satoshi (0.00006070 BTC) per 1000 GHS. Start mining Now!
Daily payout started. #gigahashminer #payou…",5203,False,205,0,,,,,
Sun,Business&Tech News,RT @BitcoinNewsCom: PR: Spiking Announces Partnership with J Capital and Excavo and Brings Top Advisors On Board - https://t.co/MxpZrdUU5w…,3172,False,1,0,,,,,
Sat,dahlia sendhardt,"RT @HerbertRSim: #ICO is a better option than #IPO.

""Initial Connection to the Opening"" versus ""Initial Penetration of the Opening""

What…",0,False,7,0,,,,,
Fri,Dr. Kash Sirinanda,"Embracing encryption in #India 
#AI #IoT #digital #Robotics #Robot #DigitalTransformation #future #technology… https://t.co/Zg26wRVJeh",2822,False,4,5,,,,,
Thu,Crypto STEEZ 🐋,"RT @Thrillmex: When #bitcoin was $1,000 people dreamt of $7,000 $BTC

When #bitcoin was $15,000 people dreamt of buying $7,000 $BTC

Now we…",2068,False,204,0,,,,,
Wed,Harrow30,"RT @decoin_io: Our airdrop program is still live!
A total of  55,000 Dtep Coin with a value of $50,000 are up for grabs!

Visit our Airdrop…",3948,False,123,0,,,,,
Tue,Лариса,RT @acutecoin: We welcome all new participants and look forward to you being a part of this new and exciting project. #Crypto #BitCoin http…,11207,False,145,0,,,,,
Mon,Mark Lynd 🎙,"RT @Current_CRNC: In episode 5 of Vox's Netflix show 'Explained,' they dive into the topic of cryptocurrency. This should be good. 🍿 https:…",66239,False,5,0,,,,,
Sun,Bo Bam,"RT @SuretyToken: The surety airdrop is here receive up to $400 in surety tokens. 
Sign up and complete the airdrop procedure to receive you…",22,False,647,0,,,,,
Sat,Crypto Airdrops,"RT @CoinsAirdrops: #Bitcoin #Satoshi #Earn_Money #cryptocurrency #blockchain #Airdrop
New Airdrop #SciDex 📢

SciDex Decentralized marketspa…",423,False,1,0,,,,,
Fri,hong duc,"RT @gamex_token: GAME X  200,000,000 GMX AIRDROP

CONDITION 

FOLLOW
RETWEET
LIKE
COMMENT YOUR ERC-20

#eth #btcm #crypto #payment #topbtc…",220,False,142,0,,,,,
Thu,Elnur Rashad,"RT @PAYERAio: Check out the review in chinese 🔥

▶️https://t.co/eSeXMBCLWY

#payera #shopera #cardera #chinese #blockchain #blockchaintechn…",5656,False,65,0,,,,,
Wed,Milford Gannon,"RT @CybitCorp: Read more at https://t.co/ZYjhpoeJas
#finance #blockchain #cryptocurrency #crowdfunding #ICO #crypto
#blockchain #btc #crypt…",5203,False,266,0,,,,,
Tue,Ha Ngoc Vu,"RT @Autobayio: Good Friday Autobayers! 
#MVP #mvpbuzz #f1jp
#eth #ethereum #howdoo #btc #btcc #btcp #btcpeek #bitcoin #Blockchain #ripple #…",1864,False,120,0,,,,,
Mon,Crypto_News_NOW,"RT @EOSClassic: Over 2,000 people have claimed their EOSC so far.  Go get yours today!

#claimyoureos #ClaimDrop #EOS  #EOSIO #EOSC #EOScla…",0,False,2,0,,,,,
Sun,Antonio Category,RT @Xentagz: #bitcoin Street Beggar https://t.co/hD0XjEHsyB,88,False,33,0,,,,,
Sat,Jerry Smith,"RT @Cardium_world: Bonus will be decreased soon, you can buy our tokens here - https://t.co/jLVYvHAT9L 

Don't forget to join our Telegram…",5667,False,303,0,,,,,
Fri,Earn Money Online Opportunity,"RT @RandolphMlny: #Bitcoin #Satoshi #Earn_Money #cryptocurrency #blockchain #Airdrop

Click Sign Up and Create a Wallet : https://t.co/mx1e…",605,False,4,0,,,,,
Thu,Crypto Airdrops,"RT @CoinAirdropsAll: #Bitcoin #crypto #blockchain

The BAT blockchain-based online payment system for ads

Web site or YouTube Creator cont…",188,False,2,0,,,,,
Wed,Domi ₿,"RT @Thrillmex: When #bitcoin was $1,000 people dreamt of $7,000 $BTC

When #bitcoin was $15,000 people dreamt of buying $7,000 $BTC

Now we…",91,False,204,0,,,,,
Tue,New Sky,"RT @0xgang: 444Million Token Airdrop Starts!!!

Join Now: https://t.co/H0TtkEtLr7

#Airdrop #freetoken #freecoin #erc20 #ethereum #eth #eth…",123,False,3085,0,,,,,
Mon,Yusuf Berat,"RT @PAYERAio: Check out the review in chinese 🔥

▶️https://t.co/eSeXMBCLWY

#payera #shopera #cardera #chinese #blockchain #blockchaintechn…",3541,False,65,0,,,,,
Sun,Diego Dog,RT @howdooHQ: OUR PRE-SALE RATE OF $0.08 ENDS at Midnight GMT on June 2nd. Register before its too late and the price increases to $0.10 pe…,3629,False,331,0,,,,,
Sat,Onofiok Okorie,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",10,False,3196,0,,,,,
Fri,analyst5,"#crypto mkt cap last hour

🚀
$WAVES +10.581m
$DCR +5.645m
$QTUM +2.758m

🌧️
$BTC -248.182m
$XRP -64.361m
$DASH -56.… https://t.co/Xp6KgbRWxP",5959,False,0,0,,,,,
Thu,Dennis Parker⚡️,RT @Xentagz: #bitcoin Street Beggar https://t.co/hD0XjEHsyB,19245,False,33,0,,,,,
Wed,Oscar  G Briseno,RT @ArminVanBitcoin: The game of Monopoly will teach you more about economics and finance than any College or University. 💵🎓👇 #bitcoin #hod…,122,False,149,0,,,,,
Tue,Good Filipino,RT @BigChonis: $BTC  #bitcoin - “bearish engulfing” on the daily candle close where the red “candle body” completely engulfed the previous…,1026,False,8,0,,,,,
Mon,New Sky,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",123,False,3197,0,,,,,
Sun,Nguyen Son Lam,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",12,False,3197,0,,,,,
Sat,Billet,"RT @jblefevre60: #Cryptocrime this is the dark side of #Crypto

#fintech #blockchain #cryptocurrencies #CyberSecurity #infosec #darknet #bi…",34,False,8,0,,,,,
Fri,Beni,"RT @qurrex: Have you already tried our trading terminal?
Up to 4 charts (currencies) on one page
#blockchain #ico #Bitcoin #TokenSale #trad…",1081,False,748,0,,,,,
Thu,Parmani544,"RT @jbox_coin: Jbox is giving free FIFA match tickets. click on below link to participate https://t.co/gyWhiMAh3V
#FIFAWCOnStarTimes #jbxfi…",282,False,110,0,,,,,
Wed,Rakibul Islam,"RT @0xgang: 444Million Token Airdrop Starts!!!

Join Now: https://t.co/H0TtkEtLr7

#Airdrop #freetoken #freecoin #erc20 #ethereum #eth #eth…",126,False,3085,0,,,,,
Tue,Master of Coinage,"My end of July price prediction is that #Bitcoin will trade between $7,400 - $7,800 forever. LOL 😂

Seriously thoug… https://t.co/inGdU6hqme",2919,False,0,0,,,,,
Mon,Spicy Tee,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",509,False,3197,0,,,,,
Sun,Mr. Investo,"RT @decoin_io: Our airdrop program is still live!
A total of  55,000 Dtep Coin with a value of $50,000 are up for grabs!

Visit our Airdrop…",10476,False,123,0,,,,,
Sat,Rakibul Islam,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",126,False,3197,0,,,,,
Fri,CoinRSS,#LocalCoinSwap has put a big emphasis on adding lots of diverse coins to the platform. They want to offer more coin… https://t.co/mFLtnVlnDX,6865,False,0,0,,,,,
Thu,Good Filipino,"RT @TheRightTrader: $BTC

#Bitcoin just broke above its downtrend line! This could very well be the first bullish sign of an uptrend beginn…",1026,False,4,0,,,,,
Wed,Xuan Mai,"RT @BoonTechUSA: BOON Airdrop! 500,000 BOON give away!

* Free Micro Job Platform like @fiverr and @Upwork 
* Official IBM Partner 

Go to…",750,False,5881,0,,,,,
Tue,СryptoСash Alex 👑,RT @tvtwocom: Don't miss the chance to participate in TV-TWO's ICO! 🎉 https://t.co/GzQPwpqe12 // @CryptoCoinNewz #tvrevolution #crypto #cry…,11349,False,14,0,,,,,
Mon,Dell Moon,"WORLD BLOCKCHAIN SUMMIT 
Set is a part of ICO grand slam 
#ICO #CRYPTO #BITCOIN #ALTCOIN
#SaveEnvironmentToken and #set",5989,False,0,0,,,,,
Sun,Crypto Airdrops,"RT @CoinsAirdrops: #Bitcoin #Satoshi #Earn_Money #cryptocurrency #blockchain #Airdrop
New Airdrop #Eds 📢

Get Free 666 #EDS By Submitting Y…",423,False,4,0,,,,,
Sat,Luca Me,RT @KryptykHex: #Bitcoin is by far the most energy efficient monetary system we've ever designed. https://t.co/XRg0pwF96h,5,False,691,0,,,,,
Fri,Earn Money Online Opportunity,"RT @RandolphMlny: #Bitcoin #Satoshi #Earn_Money #cryptocurrency #blockchain #Airdrop
New Airdrop #Algorblock 📢

Algorblock is airdroping 40…",605,False,2,0,,,,,
Thu,karrera52,"RT @icocalendar_us: Welcome CrowdIF https://t.co/QpWdfFLmhr … …
#Crowdif #cryptocurrency #investment #ethereum #TokenSale #blockchain #bitc…",0,False,6,0,,,,,
Wed,aslom,"RT @bitcoingold: Our Design Team, led by BTG Co-Founder ""Franco"", is working on our Brand new website. It's looking great! Faster and light…",93,False,8,0,,,,,
Tue,Infinite MLM soft,Promoting your own cryptocurrency made easier with @Infinitemlmsoft . Check out how : https://t.co/7imEuA9Gzs… https://t.co/OC4IXuxVWC,3846,False,0,2,,,,,
Mon,cmaxwell,"RT @coinnup: The MVP (Minimum Viable Product) of the Paymaz Exchange is being created by the team at Coinnup.
#cryptocurrency #bitcoin #blo…",1177,False,45,0,,,,,
Sun,DG.Vince,"RT @Thrillmex: When #bitcoin was $1,000 people dreamt of $7,000 $BTC

When #bitcoin was $15,000 people dreamt of buying $7,000 $BTC

Now we…",10,False,204,0,,,,,
Sat,Crypto Airdrops,"RT @CoinAirdropsAll: #Bitcoin #Satoshi #Earn_Money #cryptocurrency #blockchain #Airdrop
New Airdrop #SocialGood 📢

The commemoration of Tok…",188,False,1,0,,,,,
Fri,Nikolas Vermalen,RT @dovenetworketh: Dove is not replacing ISPs. Dove is leveraging the existing infrastructure that is already in place to bring better cov…,10718,False,75,0,,,,,
Thu,Nasirul Islam,RT @NimbusToken: Product tokens are a new type of cryptocurrency where the customer can buy a product or service via a pre-sale @NimbusToke…,3865,False,31,0,,,,,
Wed,Philippe Nadouce,RT @maxkeiser: The urge for humans to mine #Bitcoin as the difficulty rises is irresistible and will never stop - not even after every fiat…,2319,False,65,0,,,,,
Tue,Jerry Smith,"Gaming Grids' 5 million strong player base will be API integrated providing players with the ability to acquire, an… https://t.co/XqK0S5MvhQ",5667,False,0,0,,,,,
Mon,Jason Mattson,"RT @decoin_io: Our airdrop program is still live!
A total of  55,000 Dtep Coin with a value of $50,000 are up for grabs!

Visit our Airdrop…",5431,False,123,0,,,,,
